ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,daily,daily_lower,daily_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,night_hours,night_hours_lower,night_hours_upper,weekly,weekly_lower,weekly_upper,work_hours,work_hours_lower,work_hours_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2025-11-29 22:30:00,1.53,4.65,4.95,1.18,1.98,2.37,1.38,3.46,2.26,1.43,3.06,0.0,0.0,0.0,-0.1,-0.85,0.72,0.0,0.0,0.0,0.0,0.0,0.0,4.98
2025-11-29 23:00:00,1.53,4.6,4.91,1.19,1.99,2.35,1.38,3.43,2.22,1.39,3.0,0.0,0.0,0.0,-0.12,-0.87,0.7,0.0,0.0,0.0,0.0,0.0,0.0,4.94
2025-11-29 23:30:00,1.54,4.55,4.91,1.19,2.0,2.34,1.36,3.45,2.19,1.37,2.98,0.0,0.0,0.0,-0.14,-0.89,0.68,0.0,0.0,0.0,0.0,0.0,0.0,4.91
2025-11-30 00:00:00,1.54,4.61,4.99,1.19,2.0,2.38,1.38,3.57,2.23,1.4,3.02,0.01,-0.09,0.13,-0.17,-0.92,0.66,0.0,0.0,0.0,0.0,0.0,0.0,4.98
2025-11-30 00:30:00,1.55,4.6,5.0,1.19,2.01,2.49,1.46,3.86,2.21,1.38,3.0,-0.09,-0.32,0.13,-0.19,-0.94,0.65,0.0,0.0,0.0,0.0,0.0,0.0,4.98
2025-11-30 01:00:00,1.55,4.53,4.95,1.2,2.02,2.69,1.61,4.29,2.17,1.35,2.93,-0.32,-0.8,0.06,-0.21,-0.97,0.62,0.0,0.0,0.0,0.0,0.0,0.0,4.93
2025-11-30 01:30:00,1.56,4.45,4.91,1.2,2.03,2.97,1.77,4.85,2.12,1.33,2.87,-0.63,-1.39,-0.05,-0.22,-0.98,0.6,0.0,0.0,0.0,0.0,0.0,0.0,4.87
2025-11-30 02:00:00,1.57,4.41,4.9,1.21,2.04,3.29,1.92,5.4,2.09,1.31,2.82,-0.96,-1.96,-0.19,-0.24,-1.01,0.59,0.0,0.0,0.0,0.0,0.0,0.0,4.84
2025-11-30 02:30:00,1.57,4.4,4.91,1.21,2.06,3.58,2.06,5.88,2.07,1.3,2.8,-1.25,-2.43,-0.35,-0.26,-1.03,0.57,0.0,0.0,0.0,0.0,0.0,0.0,4.83
2025-11-30 03:00:00,1.58,4.39,4.95,1.21,2.07,3.79,2.15,6.18,2.07,1.3,2.81,-1.44,-2.68,-0.45,-0.28,-1.06,0.56,0.0,0.0,0.0,0.0,0.0,0.0,4.84
2025-11-30 03:30:00,1.58,4.37,4.98,1.21,2.08,3.86,2.18,6.21,2.06,1.29,2.81,-1.5,-2.73,-0.49,-0.3,-1.07,0.53,0.0,0.0,0.0,0.0,0.0,0.0,4.85
2025-11-30 04:00:00,1.59,4.33,4.98,1.22,2.09,3.76,2.12,5.95,2.04,1.28,2.79,-1.4,-2.51,-0.46,-0.32,-1.1,0.51,0.0,0.0,0.0,0.0,0.0,0.0,4.83
2025-11-30 04:30:00,1.59,4.27,4.96,1.22,2.1,3.51,2.02,5.45,2.0,1.25,2.73,-1.18,-2.08,-0.35,-0.33,-1.13,0.47,0.0,0.0,0.0,0.0,0.0,0.0,4.79
2025-11-30 05:00:00,1.6,4.21,4.94,1.22,2.11,3.17,1.83,4.83,1.96,1.23,2.71,-0.85,-1.53,-0.22,-0.35,-1.16,0.44,0.0,0.0,0.0,0.0,0.0,0.0,4.74
2025-11-30 05:30:00,1.61,4.16,4.96,1.22,2.12,2.8,1.62,4.2,1.94,1.21,2.68,-0.5,-0.94,-0.07,-0.36,-1.18,0.43,0.0,0.0,0.0,0.0,0.0,0.0,4.72
2025-11-30 06:00:00,1.61,4.15,5.01,1.22,2.13,2.5,1.44,3.69,1.94,1.23,2.69,-0.19,-0.42,0.05,-0.38,-1.2,0.42,0.0,0.0,0.0,0.0,0.0,0.0,4.73
2025-11-30 06:30:00,1.62,4.13,5.1,1.22,2.15,2.33,1.32,3.4,1.95,1.22,2.71,0.01,-0.1,0.13,-0.39,-1.19,0.39,0.0,0.0,0.0,0.0,0.0,0.0,4.76
2025-11-30 07:00:00,1.62,4.06,5.01,1.23,2.16,2.29,1.3,3.36,1.89,1.19,2.64,0.0,0.0,0.0,-0.41,-1.21,0.37,0.0,0.0,0.0,0.0,0.0,0.0,4.68
2025-11-30 07:30:00,1.63,4.11,5.18,1.23,2.17,2.36,1.36,3.45,1.94,1.25,2.69,0.0,0.0,0.0,-0.42,-1.22,0.36,0.0,0.0,0.0,0.0,0.0,0.0,4.78
2025-11-30 08:00:00,1.63,4.14,5.38,1.23,2.18,2.42,1.39,3.55,1.99,1.28,2.75,0.0,0.0,0.0,-0.43,-1.24,0.34,0.0,0.0,0.0,0.0,0.0,0.0,4.88
2025-11-30 08:30:00,1.64,4.02,5.2,1.23,2.19,2.34,1.34,3.4,1.9,1.22,2.67,0.0,0.0,0.0,-0.44,-1.25,0.33,0.0,0.0,0.0,0.0,0.0,0.0,4.76
2025-11-30 09:00:00,1.65,4.03,5.4,1.24,2.2,1.99,1.12,2.81,1.95,1.27,2.73,0.0,0.0,0.0,-0.46,-1.26,0.31,0.41,0.22,0.71,0.0,0.0,0.0,4.85
2025-11-30 09:30:00,1.65,4.1,5.55,1.24,2.21,1.23,0.67,1.71,1.99,1.31,2.78,0.0,0.0,0.0,-0.47,-1.26,0.3,1.23,0.73,2.02,0.0,0.0,0.0,4.95
2025-11-30 10:00:00,1.66,4.01,5.49,1.24,2.22,0.02,-0.41,0.4,1.94,1.27,2.71,0.0,0.0,0.0,-0.48,-1.27,0.28,2.4,1.43,3.92,0.0,0.0,0.0,4.87
2025-11-30 10:30:00,1.66,3.9,5.44,1.24,2.23,-1.62,-3.0,-0.88,1.87,1.21,2.64,0.0,0.0,0.0,-0.49,-1.28,0.25,3.98,2.37,6.51,0.0,0.0,0.0,4.77
2025-11-30 11:00:00,1.67,3.82,5.42,1.24,2.24,-3.58,-6.07,-2.13,1.84,1.2,2.61,0.0,0.0,0.0,-0.5,-1.3,0.23,5.91,3.54,9.57,0.0,0.0,0.0,4.73
2025-11-30 11:30:00,1.67,3.79,5.5,1.24,2.25,-5.65,-9.25,-3.43,1.85,1.2,2.63,0.0,0.0,0.0,-0.5,-1.3,0.22,8.0,4.77,12.8,0.0,0.0,0.0,4.76
2025-11-30 12:00:00,1.68,3.83,5.64,1.24,2.26,-7.58,-12.16,-4.57,1.88,1.23,2.67,0.0,0.0,0.0,-0.51,-1.31,0.21,9.97,5.92,15.79,0.0,0.0,0.0,4.83
2025-11-30 12:30:00,1.69,3.87,5.75,1.24,2.27,-9.15,-14.48,-5.43,1.9,1.25,2.71,0.0,0.0,0.0,-0.52,-1.31,0.2,11.57,6.82,18.14,0.0,0.0,0.0,4.89
2025-11-30 13:00:00,1.69,3.82,5.85,1.25,2.28,-10.13,-15.83,-5.96,1.91,1.25,2.73,0.0,0.0,0.0,-0.52,-1.32,0.19,12.56,7.38,19.49,0.0,0.0,0.0,4.91
2025-11-30 13:30:00,1.7,3.77,5.87,1.25,2.29,-10.4,-16.05,-6.1,1.89,1.22,2.74,0.0,0.0,0.0,-0.53,-1.32,0.19,12.82,7.5,19.54,0.0,0.0,0.0,4.9
2025-11-30 14:00:00,1.7,3.72,5.91,1.25,2.3,-9.93,-14.95,-5.82,1.87,1.19,2.73,0.0,0.0,0.0,-0.54,-1.33,0.18,12.33,7.2,18.42,0.0,0.0,0.0,4.88
2025-11-30 14:30:00,1.71,3.69,5.95,1.25,2.31,-8.8,-12.88,-5.11,1.86,1.17,2.71,0.0,0.0,0.0,-0.54,-1.33,0.18,11.2,6.5,16.33,0.0,0.0,0.0,4.88
2025-11-30 15:00:00,1.71,3.66,6.02,1.25,2.32,-7.18,-10.22,-4.14,1.86,1.16,2.73,0.0,0.0,0.0,-0.54,-1.34,0.17,9.58,5.54,13.75,0.0,0.0,0.0,4.9
2025-11-30 15:30:00,1.72,3.63,6.14,1.25,2.32,-5.28,-7.38,-3.03,1.87,1.17,2.74,0.0,0.0,0.0,-0.55,-1.34,0.17,7.71,4.45,10.82,0.0,0.0,0.0,4.94
2025-11-30 16:00:00,1.72,3.67,6.21,1.25,2.33,-3.34,-4.69,-1.87,1.89,1.17,2.78,0.0,0.0,0.0,-0.55,-1.34,0.17,5.79,3.34,8.0,0.0,0.0,0.0,4.99
2025-11-30 16:30:00,1.73,3.66,6.33,1.25,2.35,-1.56,-2.26,-0.8,1.91,1.17,2.81,0.0,0.0,0.0,-0.55,-1.35,0.16,4.02,2.31,5.56,0.0,0.0,0.0,5.03
2025-11-30 17:00:00,1.74,3.61,6.38,1.24,2.35,-0.08,-0.46,0.29,1.91,1.16,2.83,0.0,0.0,0.0,-0.56,-1.35,0.17,2.55,1.44,3.55,0.0,0.0,0.0,5.05
2025-11-30 17:30:00,1.74,3.59,6.45,1.24,2.36,1.02,0.58,1.73,1.9,1.14,2.83,0.0,0.0,0.0,-0.56,-1.36,0.16,1.44,0.79,2.0,0.0,0.0,0.0,5.05
2025-11-30 18:00:00,1.75,3.56,6.53,1.24,2.37,1.74,1.04,2.71,1.88,1.12,2.81,0.0,0.0,0.0,-0.56,-1.36,0.15,0.7,0.37,1.0,0.0,0.0,0.0,5.03
2025-11-30 18:30:00,1.75,3.43,6.55,1.24,2.39,2.15,1.27,3.2,1.83,1.05,2.78,0.0,0.0,0.0,-0.56,-1.37,0.15,0.24,0.11,0.38,0.0,0.0,0.0,4.97
2025-11-30 19:00:00,1.76,3.33,6.46,1.24,2.4,2.33,1.36,3.4,1.77,0.98,2.69,0.0,0.0,0.0,-0.56,-1.38,0.14,0.0,0.0,0.0,0.0,0.0,0.0,4.87
2025-11-30 19:30:00,1.76,3.34,6.65,1.24,2.4,2.38,1.39,3.43,1.82,1.01,2.76,0.0,0.0,0.0,-0.56,-1.39,0.14,0.0,0.0,0.0,0.0,0.0,0.0,4.97
2025-11-30 20:00:00,1.77,3.34,6.73,1.23,2.41,2.37,1.39,3.44,1.81,1.0,2.76,0.0,0.0,0.0,-0.56,-1.39,0.14,0.0,0.0,0.0,0.0,0.0,0.0,4.98
2025-11-30 20:30:00,1.78,3.23,6.74,1.23,2.42,2.36,1.39,3.44,1.8,0.98,2.77,0.0,0.0,0.0,-0.56,-1.4,0.13,0.0,0.0,0.0,0.0,0.0,0.0,4.98
2025-11-30 21:00:00,1.78,3.25,6.85,1.23,2.43,2.36,1.39,3.46,1.81,0.98,2.8,0.0,0.0,0.0,-0.56,-1.4,0.14,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2025-11-30 21:30:00,1.79,3.25,6.91,1.22,2.44,2.37,1.39,3.48,1.82,0.97,2.83,0.0,0.0,0.0,-0.56,-1.4,0.14,0.0,0.0,0.0,0.0,0.0,0.0,5.04
2025-11-30 22:00:00,1.79,3.21,7.06,1.22,2.45,2.38,1.39,3.49,1.82,0.96,2.84,0.0,0.0,0.0,-0.55,-1.41,0.13,0.0,0.0,0.0,0.0,0.0,0.0,5.06
2025-11-30 22:30:00,1.8,3.18,7.1,1.22,2.46,2.37,1.38,3.46,1.81,0.93,2.86,0.0,0.0,0.0,-0.55,-1.41,0.13,0.0,0.0,0.0,0.0,0.0,0.0,5.06
2025-11-30 23:00:00,1.8,3.16,7.13,1.21,2.47,2.35,1.38,3.43,1.79,0.9,2.86,0.0,0.0,0.0,-0.55,-1.41,0.15,0.0,0.0,0.0,0.0,0.0,0.0,5.04
2025-11-30 23:30:00,1.81,3.07,7.18,1.21,2.49,2.34,1.36,3.45,1.79,0.89,2.86,0.0,0.0,0.0,-0.55,-1.41,0.15,0.0,0.0,0.0,0.0,0.0,0.0,5.05
